ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001695816-19-000005,https://www.sec.gov/Archives/edgar/data/1695816/000169581619000005/formc.pdf,"Fensens, Inc.",1695816,020-25159,"44,653",C/A,20190318
0001665160-17-000051,https://www.sec.gov/Archives/edgar/data/1695847/000166516017000051/startengnineinvestprocess.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C,20170221
0001665160-17-000057,https://www.sec.gov/Archives/edgar/data/1695847/000166516017000057/startengnineinvestprocess.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C/A,20170221
0001665160-17-000088,https://www.sec.gov/Archives/edgar/data/1695847/000166516017000088/startengnineinvestprocess.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C/A,20170330
0001665160-17-000204,https://www.sec.gov/Archives/edgar/data/1695847/000166516017000204/VIOS_IMG.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C/A,20170524
0001571049-17-004254,https://www.sec.gov/Archives/edgar/data/1695847/000157104917004254/annual_report.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C-AR,20170501
0001695847-18-000001,https://www.sec.gov/Archives/edgar/data/1695847/000169584718000001/Vios_C-TR_043018.pdf,"Vios Nutrition, Inc.",1695847,020-23219,"143,622.50",C-TR,20180430
0001696861-17-000001,https://www.sec.gov/Archives/edgar/data/1696861/000169686117000001/offeringpage.pdf,"CS Porters Partners, LP",1696861,020-23226,"500,000",C,20170301
0001696861-18-000001,https://www.sec.gov/Archives/edgar/data/1696861/000169686118000001/document1.pdf,"CS Porters Partners, LP",1696861,020-23226,"500,000",C-AR,20180427
0001665160-17-000451,https://www.sec.gov/Archives/edgar/data/1696893/000166516017000451/offeringmemoformc.pdf,"LifeBridge 10000, LLC",1696893,020-23632,"23,191.00",C,20170929
0001665160-18-000095,https://www.sec.gov/Archives/edgar/data/1696893/000166516018000095/lifebridge_offering.pdf,"LifeBridge 10000, LLC",1696893,020-23632,"23,191.00",C/A,20180202
0001665160-20-000396,https://www.sec.gov/Archives/edgar/data/1696893/000166516020000396/form_car.pdf,"LifeBridge 10000, LLC",1696893,020-23632,"23,191.00",C-AR,20200424
0001665160-20-000399,https://www.sec.gov/Archives/edgar/data/1696893/000166516020000399/form_car.pdf,"LifeBridge 10000, LLC",1696893,020-23632,"23,191.00",C-AR,20200424
0001665160-20-000401,https://www.sec.gov/Archives/edgar/data/1696893/000166516020000401/form_car.pdf,"LifeBridge 10000, LLC",1696893,020-23632,"23,191.00",C-AR,20200424
0001665160-17-000031,https://www.sec.gov/Archives/edgar/data/1696945/000166516017000031/startengnineinvestprocess.pdf,Jauvtis Engineering,1696945,020-23204,"195,112",C,20170206
0001665160-17-000115,https://www.sec.gov/Archives/edgar/data/1696945/000166516017000115/startengnineinvestprocess.pdf,Jauvtis Engineering,1696945,020-23204,"195,112",C/A,20170410
0001644600-17-000123,https://www.sec.gov/Archives/edgar/data/1696945/000164460017000123/MondayMotorbikesAnnualReport.pdf,"Jauvtis Engineering, Inc.",1696945,020-23204,"195,112",C-AR,20170616
0001696945-20-000004,https://www.sec.gov/Archives/edgar/data/1696945/000169694520000004/formc-ar.pdf,"Jauvtis Engineering, Inc.",1696945,020-23204,"195,112",C-AR,20200708
0001696945-20-000006,https://www.sec.gov/Archives/edgar/data/1696945/000169694520000006/formc-ar.pdf,"Jauvtis Engineering, Inc.",1696945,020-23204,"195,112",C-AR,20200723
0001696993-17-000001,https://www.sec.gov/Archives/edgar/data/1696993/000169699317000001/alchemaformc.pdf,ALCHEMA INC.,1696993,020-23225,"107,733",C,20170227
0001696993-18-000001,https://www.sec.gov/Archives/edgar/data/1696993/000169699318000001/form_c_ar.pdf,ALCHEMA INC.,1696993,020-23225,"107,733",C-AR,20180501
0001697047-17-000001,https://www.sec.gov/Archives/edgar/data/1697047/000169704717000001/formc.pdf,"Tasty Minstrel Games, LLC",1697047,020-23246,"165,006",C,20170316
0001697047-17-000003,https://www.sec.gov/Archives/edgar/data/1697047/000169704717000003/tmgformca.pdf,"Tasty Minstrel Games, LLC",1697047,020-23246,"165,006",C/A,20170317
0001697047-18-000002,https://www.sec.gov/Archives/edgar/data/1697047/000169704718000002/formc-ar.pdf,"Tasty Minstrel Games, LLC",1697047,020-23246,"165,006",C-AR,20180501
0001697047-19-000002,https://www.sec.gov/Archives/edgar/data/1697047/000169704719000002/formc-ar.pdf,"Tasty Minstrel Games, LLC",1697047,020-23246,"165,006",C-AR,20190501
0001670254-17-000021,https://www.sec.gov/Archives/edgar/data/1697120/000167025417000021/document_8.pdf,Comic Blitz LLC,1697120,020-23212,"101,463.00",C,20170208
0001670254-17-000068,https://www.sec.gov/Archives/edgar/data/1697120/000167025417000068/document_4.pdf,Comic Blitz LLC,1697120,020-23212,"101,463.00",C/A,20170425
0001670254-18-000162,https://www.sec.gov/Archives/edgar/data/1697120/000167025418000162/document_7.pdf,Comic Blitz LLC,1697120,020-23212,"101,463.00",C-AR,20180427
0001665160-17-000036,https://www.sec.gov/Archives/edgar/data/1697229/000166516017000036/startengnineinvestprocess.pdf,Bargible Inc.,1697229,020-23211,"15,400",C,20170208
0001665160-17-000092,https://www.sec.gov/Archives/edgar/data/1697229/000166516017000092/startengnineinvestprocess.pdf,Bargible Inc.,1697229,020-23211,"15,400",C/A,20170330
0001644600-17-000162,https://www.sec.gov/Archives/edgar/data/1697565/000164460017000162/StemlessInvestorDeckSep18.pdf,Stemless Co.,1697565,020-23594,"255,000",C,20170918
0001644600-17-000164,https://www.sec.gov/Archives/edgar/data/1697565/000164460017000164/StemlessVideoScript.pdf,Stemless Co.,1697565,020-23594,"255,000",C/A,20170918
0001670254-17-000247,https://www.sec.gov/Archives/edgar/data/1698837/000167025417000247/document_7.pdf,"SpaceFab.US, Inc.",1698837,020-23571,"168,697.00",C,20170831
0001670254-18-000042,https://www.sec.gov/Archives/edgar/data/1698837/000167025418000042/document_7.pdf,"SpaceFab.US, Inc.",1698837,020-23571,"168,697.00",C/A,20180215
0001670254-18-000190,https://www.sec.gov/Archives/edgar/data/1698837/000167025418000190/document_8.pdf,"SpaceFab.US, Inc.",1698837,020-23571,"168,697.00",C-AR,20180430
0001670254-19-000308,https://www.sec.gov/Archives/edgar/data/1698837/000167025419000308/document_10.pdf,"SpaceFab.US, Inc.",1698837,020-23571,"168,697.00",C-AR,20190429
0001670254-19-000067,https://www.sec.gov/Archives/edgar/data/1698872/000167025419000067/document_11.pdf,Charron Favreau LLC,1698872,020-25186,"120,383",C,20190219
0001644600-17-000098,https://www.sec.gov/Archives/edgar/data/1698923/000164460017000098/LevelTherapyDeck.pdf,Level Therapy General Corp,1698923,020-23391,"49,000",C,20170522
0001665160-17-000070,https://www.sec.gov/Archives/edgar/data/1699129/000166516017000070/startengnineinvestprocess.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C,20170320
0001665160-17-000070,https://www.sec.gov/Archives/edgar/data/1699129/000166516017000070/startengnineinvestprocess.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C,20170320
0001665160-17-000080,https://www.sec.gov/Archives/edgar/data/1699129/000166516017000080/chore_form_c.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C/A,20170329
0001665160-17-000080,https://www.sec.gov/Archives/edgar/data/1699129/000166516017000080/chore_form_c.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C/A,20170329
0001699129-17-000001,https://www.sec.gov/Archives/edgar/data/1699129/000169912917000001/chorerusformcSE.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C-AR,20170501
0001699129-17-000001,https://www.sec.gov/Archives/edgar/data/1699129/000169912917000001/chorerusformcSE.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C-AR,20170501
0001699129-18-000001,https://www.sec.gov/Archives/edgar/data/1699129/000169912918000001/ChoresRUsFormCAR-2018.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C-AR,20180411
0001699129-18-000001,https://www.sec.gov/Archives/edgar/data/1699129/000169912918000001/ChoresRUsFormCAR-2018.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C-AR,20180411
0001699129-19-000002,https://www.sec.gov/Archives/edgar/data/1699129/000169912919000002/ChoresRUSFormC-AR2019.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C-AR,20190222
0001699129-19-000002,https://www.sec.gov/Archives/edgar/data/1699129/000169912919000002/ChoresRUSFormC-AR2019.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C-AR,20190222
0001699129-17-000002,https://www.sec.gov/Archives/edgar/data/1699129/000169912917000002/chorerusformcara.pdf,Chores R Us LLC,1699129,020-23252,"35,200",C-AR/A,20170501
0001699129-17-000002,https://www.sec.gov/Archives/edgar/data/1699129/000169912917000002/chorerusformcara.pdf,Chores R Us LLC,1699129,020-23252,"39,700",C-AR/A,20170501
0001670254-17-000036,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000036/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"116,149",C,20170317
0001670254-17-000036,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000036/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"118,150.00",C,20170317
0001670254-17-000119,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000119/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"116,149",C/A,20170511
0001670254-17-000119,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000119/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"118,150.00",C/A,20170511
0001670254-17-000255,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000255/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"116,149",C/A,20170914
0001670254-17-000255,https://www.sec.gov/Archives/edgar/data/1699476/000167025417000255/document_8.pdf,PlantSnap Inc.,1699476,020-23248,"118,150.00",C/A,20170914
0001665160-19-000917,https://www.sec.gov/Archives/edgar/data/1699476/000166516019000917/form_car.pdf,PlantSnap Inc.,1699476,020-23248,"116,149",C-AR,20190906
0001665160-19-000917,https://www.sec.gov/Archives/edgar/data/1699476/000166516019000917/form_car.pdf,PlantSnap Inc.,1699476,020-23248,"118,150.00",C-AR,20190906
0001665160-19-001040,https://www.sec.gov/Archives/edgar/data/1699476/000166516019001040/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"116,149",C-AR,20191018
0001665160-19-001040,https://www.sec.gov/Archives/edgar/data/1699476/000166516019001040/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"118,150.00",C-AR,20191018
0001665160-20-000836,https://www.sec.gov/Archives/edgar/data/1699476/000166516020000836/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"116,149",C-AR,20200622
0001665160-20-000836,https://www.sec.gov/Archives/edgar/data/1699476/000166516020000836/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"118,150.00",C-AR,20200622
0001665160-19-001049,https://www.sec.gov/Archives/edgar/data/1699476/000166516019001049/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"116,149",C-AR/A,20191021
0001665160-19-001049,https://www.sec.gov/Archives/edgar/data/1699476/000166516019001049/form_car.pdf,"PlantSnap, Inc.",1699476,020-23248,"118,150.00",C-AR/A,20191021
0001665160-17-000556,https://www.sec.gov/Archives/edgar/data/1699476/000166516017000556/offeringmemoformc.pdf,PlantSnap Inc.,1699476,020-23739,"252,634.00",C,20171106
0001665160-17-000558,https://www.sec.gov/Archives/edgar/data/1699476/000166516017000558/plantsnap_offering.pdf,"PlantSnap, Inc.",1699476,020-23739,"252,634.00",C/A,20171106
0001665160-17-000583,https://www.sec.gov/Archives/edgar/data/1699476/000166516017000583/PlantSnapAmended_offering.pdf,StartEngine Capital LLC,1699476,020-23739,"252,634.00",C/A,20171114
0001665160-17-000666,https://www.sec.gov/Archives/edgar/data/1699476/000166516017000666/plantsnap_offering_amend.pdf,"PlantSnap, Inc.",1699476,020-23739,"252,634.00",C/A,20171208
0001665160-18-000224,https://www.sec.gov/Archives/edgar/data/1699476/000166516018000224/offeringmemoformc.pdf,PlantSnap Inc.,1699476,020-24104,"133,100.84",C,20180320
0001665160-19-001051,https://www.sec.gov/Archives/edgar/data/1699476/000166516019001051/offeringmemoformc.pdf,"PlantSnap, Inc.",1699476,020-25764,"534,887.76",C,20191021
0001665160-17-000510,https://www.sec.gov/Archives/edgar/data/1699481/000166516017000510/offeringmemoformc.pdf,"Trikke Tech, Inc.",1699481,020-23695,"14,530.50",C,20171026
0001644600-17-000028,https://www.sec.gov/Archives/edgar/data/1699828/000164460017000028/JuhiVideoTranscript.pdf,Juhi LLC,1699828,020-23237,"103,000",C,20170313
0001665160-17-000099,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000099/startengnineinvestprocess.pdf,MAGNABID INC.,1699829,020-23264,"109,999.75",C,20170331
0001665160-17-000099,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000099/startengnineinvestprocess.pdf,MAGNABID INC.,1699829,020-23264,"121,392.60",C,20170331
0001665160-17-000254,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000254/magna_ca.pdf,Magnabid,1699829,020-23264,"109,999.75",C/A,20170703
0001665160-17-000254,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000254/magna_ca.pdf,Magnabid,1699829,020-23264,"121,392.60",C/A,20170703
0001665160-17-000354,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000354/final_ca.pdf,Magnabid,1699829,020-23264,"109,999.75",C/A,20170815
0001665160-17-000354,https://www.sec.gov/Archives/edgar/data/1699829/000166516017000354/final_ca.pdf,Magnabid,1699829,020-23264,"121,392.60",C/A,20170815
0001665160-18-000188,https://www.sec.gov/Archives/edgar/data/1699829/000166516018000188/offeringmemoformc.pdf,"MAGNABID, INC.",1699829,020-24072,"28,049.35",C,20180312
0001665160-18-000372,https://www.sec.gov/Archives/edgar/data/1699829/000166516018000372/magnabid_ca.pdf,Magnabid,1699829,020-24072,"28,049.35",C/A,20180430
0001665160-18-000571,https://www.sec.gov/Archives/edgar/data/1699829/000166516018000571/offeringmemoformc.pdf,"MAGNABID, INC.",1699829,020-24367,"18,807.95",C,20180613
0001700351-17-000001,https://www.sec.gov/Archives/edgar/data/1700351/000170035117000001/formc.pdf,"Plant Power Encinitas, LLC",1700351,020-23270,"395,333",C,20170331
0001644600-17-000059,https://www.sec.gov/Archives/edgar/data/1700426/000164460017000059/TopScoreDeckApril17.pdf,Flickswitch LLC,1700426,020-23317,"130,000",C,20170417
0001644600-17-000062,https://www.sec.gov/Archives/edgar/data/1700426/000164460017000062/TopScoreDeckApril17.pdf,Flickswitch LLC,1700426,020-23317,"130,000",C/A,20170421
0001700426-18-000001,https://www.sec.gov/Archives/edgar/data/1700426/000170042618000001/formcar.pdf,Flickswitch LLC,1700426,020-23317,"130,000",C-AR,20180509
0001644600-17-000032,https://www.sec.gov/Archives/edgar/data/1700829/000164460017000032/LendsnapCrowdNote.pdf,"Lendsnap, Inc.",1700829,020-23260,"735,425",C,20170328
0001700829-18-000001,https://www.sec.gov/Archives/edgar/data/1700829/000170082918000001/formcar2.pdf,"Lendsnap, Inc.",1700829,020-23260,"735,425",C-AR,20180430
0001700829-19-000005,https://www.sec.gov/Archives/edgar/data/1700829/000170082919000005/Lendsnap_Form_C_AR_2.pdf,SEC Upload,1700829,020-23260,"735,425",C-AR,20190430
0001700868-20-000003,https://www.sec.gov/Archives/edgar/data/1700868/000170086820000003/formcsbsheroclip.pdf,"Lulabop, Inc.",1700868,020-26649,"120,173.47",C,20200717
0001700868-20-000005,https://www.sec.gov/Archives/edgar/data/1700868/000170086820000005/formcaheroclip.pdf,"Lulabop, Inc.",1700868,020-26649,"120,173.47",C/A,20200804
0001665160-17-000109,https://www.sec.gov/Archives/edgar/data/1700895/000166516017000109/startengnineinvestprocess.pdf,SlideBelts Inc,1700895,020-23277,"927,500.00",C,20170404
0001665160-17-000109,https://www.sec.gov/Archives/edgar/data/1700895/000166516017000109/startengnineinvestprocess.pdf,SlideBelts Inc,1700895,020-23277,"1,069,982.96",C,20170404
0001665160-17-000246,https://www.sec.gov/Archives/edgar/data/1700895/000166516017000246/slidebelts_ca.pdf,SlideBelts Inc.,1700895,020-23277,"927,500.00",C/A,20170630
0001665160-17-000246,https://www.sec.gov/Archives/edgar/data/1700895/000166516017000246/slidebelts_ca.pdf,SlideBelts Inc.,1700895,020-23277,"1,069,982.96",C/A,20170630
0001665160-18-000376,https://www.sec.gov/Archives/edgar/data/1700895/000166516018000376/slidebelts_c_ar.pdf,SlideBelts Inc.,1700895,020-23277,"927,500.00",C-AR,20180430
0001665160-18-000376,https://www.sec.gov/Archives/edgar/data/1700895/000166516018000376/slidebelts_c_ar.pdf,SlideBelts Inc.,1700895,020-23277,"1,069,982.96",C-AR,20180430
0001700943-20-000001,https://www.sec.gov/Archives/edgar/data/1700943/000170094320000001/pleifinancials.pdf,"Plei, Inc.",1700943,020-26045,"118,990",C,20200123
0001701184-17-000001,https://www.sec.gov/Archives/edgar/data/1701184/000170118417000001/offeringpageorc.pdf,"Bat Country, LLC",1701184,020-23285,"169,700",C,20170405
0001701184-17-000003,https://www.sec.gov/Archives/edgar/data/1701184/000170118417000003/offeringpageorc.pdf,"Bat Country, LLC",1701184,020-23285,"169,700",C/A,20170406
0001701604-17-000001,https://www.sec.gov/Archives/edgar/data/1701184/000170160417000001/videodescriptionorc.pdf,"Bat Country, LLC",1701184,020-23285,"169,700",C/A,20170510
0001701184-18-000001,https://www.sec.gov/Archives/edgar/data/1701184/000170118418000001/document.pdf,"Bat Country, LLC",1701184,020-23285,"169,700",C-AR,20180508
0001665160-17-000122,https://www.sec.gov/Archives/edgar/data/1701225/000166516017000122/startengnineinvestprocess.pdf,That Christmas Movie LLC,1701225,020-23306,"152,956.00",C,20170412
0001665160-17-000253,https://www.sec.gov/Archives/edgar/data/1701225/000166516017000253/christmas_ca.pdf,That Christmas Movie LLC,1701225,020-23306,"152,956.00",C/A,20170703
0001670254-18-000210,https://www.sec.gov/Archives/edgar/data/1701225/000167025418000210/document_9.pdf,That Christmas Movie LLC,1701225,020-23306,"152,956.00",C-AR,20180501
0001670254-17-000202,https://www.sec.gov/Archives/edgar/data/1701225/000167025417000202/document_7.pdf,That Christmas Movie LLC,1701225,020-23487,"307,965.00",C,20170725
0001670254-17-000290,https://www.sec.gov/Archives/edgar/data/1701225/000167025417000290/document_8.pdf,That Christmas Movie LLC,1701225,020-23487,"307,965.00",C/A,20171023
0001670254-17-000054,https://www.sec.gov/Archives/edgar/data/1701251/000167025417000054/document_12.pdf,"BioClonetics Immunotherapeutics, Inc.",1701251,020-23301,"386,766.00",C,20170411
0001670254-17-000054,https://www.sec.gov/Archives/edgar/data/1701251/000167025417000054/document_12.pdf,"BioClonetics Immunotherapeutics, Inc.",1701251,020-23301,"415,214.00",C,20170411
